,Deposit,DepositGroup,DepositType,Country,Region,Lat,Lon,Age_Ma,Age_Error_Ma,Age_Method,Age_Confidence,Ore_Tonnage_Mt,Cu_Grade_Percent,Cu_Tonnage_Mt,Tectonic_Setting,Source,References,Notes,Recon_Age_Ma,Age_Mod_Flag,Plate_ID
2616,Don Jon,VMS,Bimodal-Mafic,Canada,Manitoba,54.76111111,-101.5741667,1800.0,,,,0.08,3.07,0.002456,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1980, Mineral inventory of Manitoba: Manitoba Department of Energy and Mines, Mineral Resources Division Economic Geology Report ER79-6, microfiche.; Davies, J.F., 1960, Massive sulphide deposits in Manitoba: Canadian Institute of Mining and Metallurgical Bulletin, v. 53, no. 575, p. 141–144.; Esposito, B., 1980, Copper and zinc in Manitoba: Manitoba Department of Energy and Mines Educational Series ES 80-2, p. 10–11, 20–21.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Hudson Bay Mining and Smelting Ltd., 1957, North Star and Don Jon mines, in Structural geology of Canadian ore deposits, v. 2: Canadian Institute of Mining and Metallurgy, p. 247–252.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.","Massive, stringer, 2 parallel lenses (Western and Eastern) 5 m apart and associated stringer zone be low. Island arc tholeiite.",600.0,0,101
2617,Dyce Siding,VMS,Bimodal-Mafic,Canada,Manitoba,54.40666667,-100.1491667,700.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).; Leonard, Brad, 2007, Snow Lake project, Snow Lake, Manitoba, Canada: Rockcliff Resources Inc., Independent Technical Report, 91 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Northern Miner, 2007, v. 93, no. 8, April 16-22, p. 16.;","Massive sulfides not exposed, beneath 69 m of dolomite formation. Disseminations, stringers. Down to 450 m depth. 3.18 million t @ 0.65% Cu, 1.83% Zn, open extent. Sylvia Zone has 1.2M t @ 2.08% Cu, 1.6% Zn, 19.2 g/t Ag, 0.62 g/t Au (Northern Miner April 16-22, 2007). Age 900-570 Ma. Au-rich zone lies to the north.",600.0,0,101
2618,Embury Lake,VMS,Bimodal-Mafic,Canada,Manitoba,54.81722222,-101.8158333,1800.0,,,,10.18,2.11,0.2147979999999999,Bimodal-mafic in oceanic arc,Mosier_2009,"Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Fox, J.S., 1979, Host-rock geochemistry and massive volcanogenic sulphide ores: Canadian Institute of Mining and Metallurgical Bulletin, v. 72, no. 804, p. 127–134.; Healy, R.E., and Petruk, William, 1990, Petrology of Au-Ag-Hg alloy and “invisible” gold in the Trout Lake massive sulfide deposit, Flin Flon, Manitoba: The Canadian Mineralogist, v. 28, pt. 2, p. 189–206.; Hosain, I.T., 1980, Summary of results of geophysical data compilation from open assessment reports Flin Flon-Snow Lake and Bird River Greenstone Belts: Manitoba Department of Energy and Mines Mineral Resources Division Economic Geology Paper EP79-1, 13 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; McIntosh, J.A., and Crocker, C.S., 1986, Trout Lake Mine: Mining Magazine, March 1986, p. 200–205.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.","Massive and disseminated or stringer ores. North Zone has upper and lower lenses of massive sulfide and disseminated ores, South Zone has a stacked group of four lenses, two at approximately the same hangingwall horizon with the other two at different horizons to the footwall. Widths of lenses 1.5-25 m, strike length 100-200 m, depth 80 to 400 m. Beneath 80 m of lake water and cover rock. Island arc tholeiite.",600.0,0,101
2619,FL and DH,VMS,Bimodal-Mafic,Canada,Manitoba,56.83333333,-101.0083333,1800.0,,,,0.45,0.9,0.00405,Bimodal-mafic in oceanic arc,Mosier_2009,"Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.;",Massive.,600.0,0,101
2620,Flin Flon,VMS,Bimodal-Mafic,Canada,Manitoba,54.76388889,-101.8836111,1800.0,,,,62.4,2.19,1.36656,Bimodal-mafic in oceanic arc,Mosier_2009,"Coats, C.J.A., Quirke, T.T., Jr., Bell, C.K., Cranstone, D.A., and Campbell, F.H.A., 1972, Geology and mineral deposits of the Flin Flon, Lynn Lake and Thompson areas, Manitoba, and the Churchill-Superior front of the western Precambrian Shield: Montreal, International Geological Congress, 24th, Excursion A31 and C31, 96 p.; Davies, J.F., 1960, Massive sulphide deposits in Manitoba: Canadian Institute of Mining and Metallurgical Bulletin, v. 53, no. 575, p. 141–144.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Koffman, A.A., Price, R.L., Cairns, R.B., Ogryzio, L.W., and Stockwell, C.H., 1948, Flin Flon mine, in Structural geology of the Canadian ore deposits, a symposium: Montreal, Canadian Institute of Mining and Metallurgy, v. 1, p. 295–301.; Koo, Jahak, and Mossman, D.J., 1975, Origin and metamorphism of the Flin Flon stratabound Cu-Zn sulfide deposit, Saskatchewan and Manitoba: Economic Geology, v. 70, no. 1, p. 48–62.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Northern Miner Press Ltd., 1955-1980, Canadian mines handbook: Toronto, Canada.; Price, D.P., 1973, Geology of the Flin Flon mine, in Simpson, Frank, ed., An excursion guide to the geology of Saskatchewan: Saskatchewan Geological Society Special Publication no. 1, p. 433–437.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.","Massive and disseminated, 0.02 km thickness, 6 lenticular orebodies. Chloritic schist shear zone beneath ore may represent a feeder pipe. Island arc tholeiite.",600.0,0,101
2621,Fourmile Island,VMS,Bimodal-Mafic,Canada,Manitoba,54.575,-101.475,1800.0,,,,1.35,2.1,0.02835,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1980, Mineral inventory of Manitoba: Manitoba Department of Energy and Mines, Mineral Resources Division, Economic Geology Report ER79-6, microfiche.; Hosain, I.T., 1980, Summary of results of geophysical data compilation from open assessment reports Flin Flon-Snow Lake and Bird River Greenstone Belts: Manitoba, Department of Energy and Mines, Mineral Resources Division, Economic Geology Paper EP79-1, 13 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.;",,600.0,0,101
2622,Fox,VMS,Bimodal-Mafic,Canada,Manitoba,56.63638889,-101.6525,1800.0,,,,13.0,1.88,0.2443999999999999,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1977, Important mineral properties of Manitoba: Manitoba Department of Mines, Resources and Environmental Management Open-File Report 77/2, 37 p.; Canada Department of Energy, Mines and Resources (formerly Department of Mines and Technical Surveys), 1960-1980, Canadian mineral yearbook 1957-1978: Ottawa, Mineral Report 1-28.; Coats, C.J.A., Quirke, T.T., Jr., Bell, C.K., Cranstone, D.A., and Campbell, F.H.A., 1972, Geology and mineral deposits of the Flin Flon, Lynn Lake and Thompson areas, Manitoba, and the Churchill-Superior front of the western Precambrian Shield: Montreal, International Geological Congress, 24th, Excursion A31 and C31, 96 p.; Esposito, B., 1980, Copper and zinc in Manitoba: Manitoba Department of Energy and Mines Educational Series ES 80-2, p. 10–11, 20–21.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Northern Miner Press Ltd., 1955-1980, Canadian mines handbook: Toronto, Canada.; Turek, A., Tetley, N.W., and Jackson, T., 1976, A study of metal dispersion around the Fox orebody in Manitoba: Canadian Institute of Mining, v. 69, no. 770, p. 104–110.","Massive, dissemination, 0.03 km thickness, 2 lenticular bodies. Quartz-epidote veins contain galena, arsenopyrite, native gold, silver tellurides (hessite?).",600.0,0,101
2623,Ghost Lake,VMS,Felsic,Canada,Manitoba,54.83055556,-100.1061111,1800.0,,,,0.56,1.39,0.007784,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Davies, J.F., 1960, Massive sulphide deposits in Manitoba: Canadian Institute of Mining and Metallurgical Bulletin, v. 53, no. 575, p. 141–144.; Esposito, B., 1980, Copper and zinc in Manitoba: Manitoba Department of Energy and Mines Educational Series ES 80-2, p. 10–11, 20–21.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Gale, G.H., and Koo, J., 1977, Evaluation of massive sulphide environments, in Resources and environmental management, 1976-1977, Non-renewable Resource Evaluation Program (NREP): Manitoba, Canada Department of Energy, Mines and Resources, and Manitoba Department of Mines, 2nd Annual Report, pt. A, Technical Reports, 90 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Price, D.P., 1973, Geology of the Flin Flon mine, in Simpson, Frank, ed., An excursion guide to the geology of Saskatchewan: Saskatchewan Geological Society Special Publication no. 1, p. 433–437.; Sangster, D.F., 1982, unpublished data.; Stephansson, A.E., 1975, Development and production at Hudson Bay’s Ghost Lake mine: Canadian Institute of Mining and Metallurgical Bulletin, v. 88, p. 753, p. 45–50.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.;","Massive. Saucer-shaped orebody extending from 61 to 183 m depth. Strike length 152 m, at least 30 m wide. Island arc tholeiite.",600.0,0,101
2624,Goodenough,VMS,Bimodal-Mafic,Canada,Manitoba,56.895,-101.0916667,1800.0,,,,0.17,2.63,0.004471,Bimodal-mafic in oceanic arc,Mosier_2009,"Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.;",Massive.,600.0,0,101
2625,Hyers Island,VMS,Felsic,Canada,Manitoba,54.76361111,-96.02,3200.0,,,,,,,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Bamburak, J.D., 1977, Important mineral properties of Manitoba: Manitoba Department of Mines, Resources and Environmental Management Open-File Report 77/2, 37 p.; Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Haskins, R.A., and Stephenson, J.F., 1973, Geology and mineralization of western Oxford Lake and Carrot River, in Summary of geological fieldwork 1974: Manitoba Department of Mines, Resources and Environmental Management Geology Paper 2/74, p. 35–46.; Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Southhard, G.G., 1977, Exploration history, compilation and review, including exploration data from cancelled assessment files, for the Gods, Knee and Oxford lakes areas, Manitoba: Manitoba Department of Mines, Resources, & Environment Management Open-File Report 77/5, 93 p.","Massive, dissemination. Pipe-like body plunges steeply NW. Galley and others (2007) classified tectonic setting as bimodal siliciclastic. Resource 0.363 million t @ 2.56% Cu, not fully explored.",600.0,0,101
2626,Joannie,VMS,Bimodal-Mafic,Canada,Manitoba,54.82833333,-100.0333333,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1980, Mineral inventory of Manitoba: Manitoba Department of Energy and Mines, Mineral Resources Division Economic Geology Report ER79-6, microfiche.; Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Davies, J.F., 1960, Massive sulphide deposits in Manitoba: Canadian Institute of Mining and Metallurgical Bulletin, v. 53, no. 575, p. 141–144.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Gale, G.H., and Koo, J., 1977, Evaluation of massive sulphide environments, in Resources and environmental management, 1976-1977, Non-renewable Resource Evaluation Program (NREP): Manitoba, Canada Department of Energy, Mines and Resources, and Manitoba Department of Mines, 2nd Annual Report, pt. A, Technical Reports, 90 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.;","Massive. Extends down to 243 m depth. Not exposed, beneath Lake Anderson. Resource 0.454 million t @ 1.28% Cu, not fully explored.",600.0,0,101
2627,Jungle Lake,VMS,Bimodal-Mafic,Canada,Manitoba,55.16388889,-100.9722222,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1977, Important mineral properties of Manitoba: Manitoba Department of Mines, Resources and Environmental Management Open-File Report 77/2, 37 p.; Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Divi, S.R., Thorpe, R.I., and Franklin, J.M., 1980, Use of discriminant analysis to evaluate compositional controls of stratiform massive sulphide deposits in Canada: Geological Survey of Canada Paper 77-20, 23 p.; Gale, G.H., and Koo, J., 1977, Evaluation of massive sulphide environments, in Resources and environmental management, 1976-1977, Non-renewable Resource Evaluation Program (NREP): Manitoba, Canada Department of Energy, Mines and Resources, and Manitoba Department of Mines, 2nd Annual Report, pt. A, Technical Reports, 90 p.; Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).","Resource 3.36 million t @ 1.42% Cu, 1.1% Zn, not fully explored. Massive, stringers, blebs.",600.0,0,101
2628,Kof,VMS,Bimodal-Mafic,Canada,Manitoba,54.485,-100.0466667,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1980, Mineral inventory of Manitoba: Manitoba Department of Energy and Mines, Mineral Resources Division Economic Geology Report ER79-6, microfiche.; Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).; Leonard, Brad, 2007, Snow Lake project, Snow Lake, Manitoba, Canada: Rockcliff Resources Inc., Independent Technical Report, 91 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.;","Massive and disseminated bands. Resource 0.275 million t @ 2.03% Cu, open extent.",600.0,0,101
2629,Lar,VMS,Bimodal-Mafic,Canada,Manitoba,56.63111111,-101.8858333,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Athayde, P., 1991, Mineral inventory cards (supplement to Economic Geology Report ER79-6)–Lynn Lake, NTS areas 64C/10, 64C/11 and 64C/12: Manitoba Energy and Mines Geological Services Miscellaneous Publication 91-2, pt B, file no. 623.; Elliott-Meadows, S.R., and Appleyard, E.C., 1991, The alteration geochemistry and petrology of the Lar Cu-Zn deposit, Lynn Lake area, Manitoba, Canada: Economc Geology, v. 86, no. 3, p. 486–505.; Elliott-Meadows, S.R., Froese, Edgar, and Appleyard, E.C., 2000, Cordierite-anthophyllite-cummingtonite rocks from the Lar deposit, Laurie Lake, Manitoba: The Canadian Mineralogist, v. 38, p. 545–550.; Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).;","Disseminated to massive in two stacked lenses, 20 m apart. Resource 1.36 million t @ 0.8% Cu, 2.15% Zn, open down plunge. Volcanic sequence is overturned, but corrected for stratigraphy below. Basalt is low-K tholeiite.",600.0,0,101
2630,Lew,VMS,Bimodal-Mafic,Canada,Manitoba,54.76666667,-101.5666667,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Gale, G.H., Dabek, L.B., and Fedikow, M.A.F., 1997, The application of rare earth element analyses in the exploration for volcanogenic massive sulfide type deposits: Exploration and Mining Geology, v. 6, no. 3, p. 233–252.","Juvenile tholeiitic arc. Resource 0.08 million t @ 3.65% Cu, 1.94% Zn, not fully explored.",600.0,0,101
2631,Linda,VMS,Bimodal-Mafic,Canada,Manitoba,54.85138889,-99.92,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).; Heslop, J.B., and Stockford, H.R., 2005, Technical report on the Rod-Linda-McKayseff base metal property, Snow Lake area, Manitoba, Canada, NTS Map Sheet 63J/13: unpublished report prepared for Thundermin Resources Inc., 51 p.; Thundermin Resources Inc., 2007, Linda-McKayseff-Rod (”RLM”) copper-zinc project, Snow Lake area, Manitoba:website, http://www.thundermin.com/ (last accessed December 13, 2007).","Massive, rod-shaped, plunges 20˚-30˚ NE, 2,200 m plunge length at 700 m depth, 200 m dip length, 50 m thick. Resource 11.8 million t @ 0.3% Cu, 0.8% Zn, 10 g/t Ag, 1.7 g/t Au, open down-plunge. Primitive arc sub-alkaline to calc-alkaline.",600.0,0,101
2632,Lost Lake,VMS,Felsic,Canada,Manitoba,54.83083333,-100.1127778,1800.0,,,,0.22,1.45,0.00319,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Bamburak, J.D., 1977, Important mineral properties of Manitoba: Manitoba Department of Mines, Resources and Environmental Management Open-File Report 77/2, 37 p.; Divi, S.R., Thorpe, R.I., and Franklin, J.M., 1980, Use of discriminant analysis to evaluate compositional controls of stratiform massive sulphide deposits in Canada: Geological Survey of Canada Paper 77-20, 23 p.; Esposito, B., 1980, Copper and zinc in Manitoba: Manitoba Department of Energy and Mines Educational Series ES 80-2, p. 10–11, 20–21.; Gale, G.H., and Koo, J., 1977, Evaluation of massive sulphide environments, in Resources and environmental management, 1976-1977, Non-renewable Resource Evaluation Program (NREP): Manitoba, Canada Department of Energy, Mines and Resources, and Manitoba Department of Mines, 2nd Annual Report, pt. A, Technical Reports, 90 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.",Massive. Island arc tholeiite.,600.0,0,101
2633,MacBride Lake,VMS,Bimodal-Mafic,Canada,Manitoba,56.885,-99.91666667,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.;","Massive, dissemination, 0.0027 km thickness. Resource 1.82 million t @ 0.35% Cu, 8.77% Zn, 0.1 g/t Au, 12 g/t Ag, not fully explored.",600.0,0,101
2634,Mandy,VMS,Bimodal-Mafic,Canada,Manitoba,54.72694444,-101.8322222,1800.0,,,,0.15,8.0,0.012,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1977, Important mineral properties of Manitoba: Manitoba Department of Mines, Resources and Environmental Management Open-File Report 77/2, 37 p.; Bruce, E.L., 1929, The Sherritt Gordon copper-zinc deposit, northern Manitoba: Economic Geology, v. 24, no. 5, p. 457–469.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Simard, R.-L., 2006, Geology of the Schist Lake—Mandy mines area, Flin Flon, Manitoba (parts of NTS 63K12): Manitoba Geological Survey, Manitoba Science, Technology, Energy and Mines, Preliminary Map PMAP2006-1, scale 1:5,000.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.",Massive. Gossan outcrops. Island arc tholeiite.,600.0,0,101
2635,Morgan Lake,VMS,Bimodal-Mafic,Canada,Manitoba,54.76333333,-100.2158333,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).","Resource  0.272 million t @ 15% Zn, 3.5 g/t Au, not fully explored.",600.0,0,101
2636,Norris Lake,VMS,Bimodal-Mafic,Canada,Manitoba,54.93,-100.56,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).","Resource 0.227 million mt @ 2.51% Cu, 4.82% Zn, 21 g/t Ag, 0.6 g/t Au, not fully explored.",600.0,0,101
2637,North Star,VMS,Bimodal-Mafic,Canada,Manitoba,54.76444444,-101.58,1800.0,,,,0.24,6.11,0.014664,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1980, Mineral inventory of Manitoba: Manitoba Department of Energy and Mines, Mineral Resources Division Economic Geology Report ER79-6, microfiche.; Davies, J.F., 1960, Massive sulphide deposits in Manitoba: Canadian Institute of Mining and Metallurgical Bulletin, v. 53, no. 575, p. 141–144.; Divi, S.R., Thorpe, R.I., and Franklin, J.M., 1980, Use of discriminant analysis to evaluate compositional controls of stratiform massive sulphide deposits in Canada: Geological Survey of Canada Paper 77-20, 23 p.; Esposito, B., 1980, Copper and zinc in Manitoba: Manitoba Department of Energy and Mines Educational Series ES 80-2, p. 10–11, 20–21.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Hudson Bay Mining and Smelting Ltd., 1957, North Star and Don Jon mines, in Structural geology of Canadian ore deposits, v. 2: Canadian Institute of Mining and Metallurgy, p. 247–252.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.","Massive, 0.006 km thickness. Beneath Thompson Lake 137 m deep. Island arc tholeiite.",600.0,0,101
